id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
1699,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,AC Seater (2+2),15:00,03h 40m,18:40,4.5,360.00,36
1700,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,AC Seater (2+2),15:35,03h 40m,19:15,3.9,360.00,37
1701,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,Bharat Benz A/C Seater (2+2),16:15,03h 25m,19:40,4.2,360.00,34
1702,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Kalpana Travels,AC Seater (2+2),16:50,03h 25m,20:15,4.8,342.00,40
1703,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,KIRAN TRAVELS,A/C Seater (2+1),20:40,03h 50m,00:30,3.1,500.00,29
1704,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,04h 30m,01:00,3.8,400.00,47
1705,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON A/C Seater (2+1),18:00,05h 30m,23:30,3.7,400.00,31
1706,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:45,05h 45m,02:30,3.2,500.00,44
1707,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),21:15,04h 30m,01:45,3.2,450.00,36
1708,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),21:45,04h 15m,02:00,3.0,450.00,28
1709,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,PANKAJ TRAVELS,AC Seater (2+2),05:15,04h 45m,10:00,2.5,350.00,24
1710,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Karisma (Aziba),NON A/C Seater (2+1),05:45,04h 55m,10:40,2.8,350.00,18
1711,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,05h 15m,01:15,2.9,400.00,31
1712,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,MAA Anada (UNDER ASTC),AC Seater (2+2),09:30,05h 15m,14:45,2.9,328.50,33
1713,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),09:30,03h 30m,13:00,2.1,350.00,31
1714,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,NETWORK TRAVELS,NON A/C Seater Push Back (2+2),10:30,05h 45m,16:15,1.8,250.00,7
1715,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Upasana Travels (Under ASTC),Non AC Seater (2+2),11:00,04h 00m,15:00,2.8,290.00,20
1716,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Upasana Travels (Under ASTC),A/C Seater (2+2),11:30,04h 10m,15:40,1.6,300.00,22
1717,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Puja (Kaybom),A/C Seater Push Back (2+2),17:20,03h 40m,21:00,3.6,314.00,39
1718,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,RAYAN TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,04h 44m,23:59,1.9,550.00,43
1719,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,DESTINY TRAVELS,NON A/C Seater (2+1),18:45,28h 45m,23:30,1.8,408.00,0
1720,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Himalayan Travels,NON AC Seater / Sleeper 2+1,20:30,06h 00m,02:30,4.1,500.00,31
1721,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),21:30,05h 00m,02:30,0.0,600.00,30
1722,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 149849,Volvo AC Seater 2+2,06:30,02h 30m,09:00,2.3,191.00,22
1723,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 143955,Bharat Benz A/C Seater (2+2),07:00,02h 30m,09:30,3.9,191.00,23
1724,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,02h 30m,13:00,3.8,191.00,30
1725,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 146146,Bharat Benz A/C Seater (2+2),13:00,03h 00m,16:00,4.0,191.00,32
1726,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 146079,Bharat Benz A/C Seater (2+2),15:00,03h 00m,18:00,3.8,191.00,32
1727,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kareng Travels,Non AC Seater (2+1),05:00,02h 30m,07:30,4.7,300.00,28
1728,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,06:15,03h 00m,09:15,4.9,270.01,30
1729,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,NETWORK TRAVELS,NON A/C Seater (2+2),06:30,03h 30m,10:00,3.7,350.00,40
1730,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,07:30,02h 00m,09:30,4.7,270.01,10
1731,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,JOY HANUMAN,Non AC Seater (2+2),07:40,02h 50m,10:30,4.2,200.00,25
1732,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,NEELKANTH TRAVELS,A/C Seater Push Back (2+2),09:05,02h 55m,12:00,4.5,250.00,41
1733,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,MAA Anada (UNDER ASTC),AC Seater (2+2),09:30,03h 30m,13:00,3.3,247.50,33
1734,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kareng Travels,A/C Seater (2+1),09:30,03h 30m,13:00,4.6,300.00,26
1735,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,03h 30m,13:30,3.2,316.00,34
1736,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kanchan Travels,AC Seater (2+2),10:45,03h 25m,14:10,3.9,285.00,30
1737,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Orient Transline,A/C Seater (2+1),11:30,02h 55m,14:25,4.6,333.33,37
1738,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kareng Travels,Non AC Seater (2+2),11:45,03h 00m,14:45,4.6,266.00,45
1739,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Orient Transline,A/C Seater (2+1),12:15,02h 45m,15:00,4.1,333.33,24
1740,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Anindita Travels,NON A/C Seater (2+1),12:30,03h 15m,15:45,4.1,360.00,37
1741,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Orient Transline,A/C Seater (2+1),13:00,02h 45m,15:45,3.4,333.33,29
1742,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,02h 00m,16:15,3.9,359.00,43
1743,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Mahalaxmi Travels,A/C Seater (2+2),14:35,02h 00m,16:35,4.2,250.00,36
1744,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,DESTINY TRAVELS,NON A/C Seater (2+1),18:45,27h 05m,21:50,1.9,428.00,0
1745,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,TRINAYAN TRANSPORT (Under ASTC),A/C Seater (2+1),08:00,03h 30m,11:30,2.9,405.00,35
1746,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Assam State Transport Corporation (ASTC) - 145920,Bharat Benz A/C Seater (2+2),07:20,02h 40m,10:00,3.6,191.00,23
1747,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Assam State Transport Corporation (ASTC) - 146078,Bharat Benz A/C Seater (2+2),08:15,02h 45m,11:00,4.2,191.00,4
1748,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Purple Wings Coaches,A/C Seater / Sleeper (2+1),04:05,02h 40m,06:45,4.8,440.00,21
1749,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,MAA Anada (UNDER ASTC),AC Seater (2+2),06:25,02h 05m,08:30,4.3,247.50,32
1750,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,NEELKANTH TRAVELS,A/C Seater Push Back (2+2),06:25,02h 05m,08:30,5.0,250.00,26
1751,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Kanchan Travels,AC Seater (2+2),06:30,02h 15m,08:45,4.8,262.00,18
1752,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Orient Transline,A/C Seater (2+1),07:00,02h 00m,09:00,4.1,333.33,17
1753,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Orient Transline,A/C Seater (2+1),08:00,02h 10m,10:10,3.4,333.33,23
1754,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Orient Transline,A/C Seater (2+1),08:50,02h 10m,11:00,3.6,333.33,22
1755,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Anindita Travels,NON A/C Seater (2+1),09:15,02h 15m,11:30,4.7,360.00,23
1756,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Mahi Travels(Under ASTC),A/C Seater (2+2),09:10,02h 20m,11:30,4.7,349.00,35
1757,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Mahalaxmi Travels,A/C Seater (2+2),10:55,02h 35m,13:30,4.3,250.00,36
1758,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,NETWORK TRAVELS,NON A/C Seater (2+2),12:00,02h 30m,14:30,3.7,350.00,40
1759,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,TRINAYAN TRANSPORT (Under ASTC),A/C Seater (2+1),12:15,02h 15m,14:30,3.9,405.00,25
1760,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,02h 30m,17:00,4.5,302.91,28
1761,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),16:45,02h 30m,19:15,3.9,300.00,37
1762,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,17:00,02h 15m,19:15,4.7,302.91,23
1763,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Kareng Travels,Non AC Seater (2+2),07:15,02h 15m,09:30,1.8,285.00,35
1764,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Puja (Kaybom),A/C Seater Push Back (2+2),07:50,02h 10m,10:00,2.0,314.00,40
1765,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Kareng Travels,Bharat Benz A/C Seater (2+1),13:20,02h 40m,16:00,1.5,300.00,27
1766,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Kareng Travels,Non AC Seater (2+1),14:15,02h 30m,16:45,2.9,300.00,32
1767,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Christina Travels,NON A/C Seater (2+2),16:00,02h 20m,18:20,0.0,650.00,45
1768,Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Assam State Transport Corporation (ASTC) - 141730,Bharat Benz A/C Seater (2+2),06:10,04h 00m,10:10,4.0,233.00,12
1769,Jorhat to North Lakhimpur,https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,Assam State Transport Corporation (ASTC) - 142178,Bharat Benz A/C Seater (2+2),06:45,06h 15m,13:00,3.9,405.00,0
1770,Jorhat to North Lakhimpur,https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,Padmanav Travels,NON A/C Seater Push Back (2+2),06:00,07h 45m,13:45,3.7,561.00,35
1771,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Yatra,Non AC Seater (2+2),20:15,07h 15m,03:30,2.3,350.00,40
1772,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Rizwan Travels,A/C Seater (2+2),04:45,06h 45m,11:30,2.4,340.00,33
1773,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Yatra,Non AC Seater (2+2),11:15,07h 30m,18:45,1.7,300.00,41
1774,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Arifa Travels,Non AC Seater (2+2),05:30,05h 30m,11:00,1.9,300.00,44
1775,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,07h 30m,03:30,2.2,350.00,38
1776,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Rizwan Travels,Non AC Seater (2+2),12:30,07h 30m,20:00,2.4,300.00,45
1777,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Maa monosha travels,Non AC Seater (2+2),06:15,07h 00m,13:15,1.7,350.00,40
1778,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Rizwan Travels,Non AC Seater (2+2),12:15,07h 00m,19:15,2.4,300.00,45
1779,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Yatra,Non AC Seater (2+2),13:15,07h 15m,20:30,2.2,300.00,41
1780,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Arifa Travels,Non AC Seater (2+2),06:40,06h 50m,13:30,1.8,300.00,44
1781,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Assam State Transport Corporation (ASTC) - 166131,Bharat Benz A/C Seater (2+2),07:20,04h 20m,11:40,4.3,207.00,26
1782,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),04:01,04h 29m,08:30,4.3,300.00,0
1783,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Ankur Travels (Under ASTC),NON A/C Push Back (2+2),09:20,04h 20m,13:40,3.1,250.00,31
1784,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Basudev Transline,A/C Seater (2+2),10:00,04h 10m,14:10,3.9,284.00,31
1785,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,NETWORK TRAVELS,A/C Seater Push Back (2+2),12:15,03h 45m,16:00,3.6,350.00,37
1786,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Aroti Travels (Under ASTC),Non AC Seater (2+2),12:30,03h 50m,16:20,4.1,250.00,37
1787,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,NEELAKANTHA (RIYA),Tempo Traveler NON A/C,10:15,03h 00m,13:15,1.0,250.00,20
1788,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,GURUNANAK TRAVELS,NON A/C Seater (2+1),02:00,02h 00m,04:00,3.7,500.00,22
1789,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Aniruddha Travels,AC Seater (2+2),11:45,04h 30m,16:15,3.7,450.00,40
1790,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,MADHURIKA TRAVELS,A/C Seater (2+1),12:45,04h 15m,17:00,3.9,550.00,35
1791,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),13:30,03h 30m,17:00,4.2,450.00,16
1792,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Bashudev Transline (Under ASTC),A/C Seater (2+1),14:10,03h 50m,18:00,4.2,550.00,32
1793,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Christina Travels,NON A/C Seater (2+2),12:30,04h 00m,16:30,2.9,420.00,34
1794,North Lakhimpur to Jorhat,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,Padmanav Travels,NON A/C Seater Push Back (2+2),05:30,08h 05m,13:35,3.6,561.00,41
1795,North Lakhimpur to Jorhat,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,Priyanka,NON A/C Seater (2+1),17:30,11h 35m,05:05,3.7,600.00,27
1796,North Lakhimpur to Sibsagar,https://www.redbus.in/bus-tickets/north-lakhimpur-to-sibsagar,Assam State Transport Corporation (ASTC) - 173044,Non AC Seater (2+2),13:00,03h 30m,16:30,3.2,220.00,26
1797,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Yatra,Non AC Seater (2+2),08:15,07h 15m,15:30,2.3,350.00,39
1798,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Rizwan Travels,A/C Seater (2+2),12:30,07h 00m,19:30,2.5,350.00,28
1799,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Yatra,Non AC Seater (2+2),06:30,06h 15m,12:45,1.1,300.00,41
1800,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Rizwan Travels,Non AC Seater (2+2),05:15,06h 15m,11:30,2.5,300.00,45
1801,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Rizwan Travels,Non AC Seater (2+2),04:45,06h 15m,11:00,2.5,300.00,45
1802,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,MAA MONOSHA TRAVELS,NON A/C Seater (2+1),10:00,07h 30m,17:30,2.2,350.00,38
1803,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati,Assam State Transport Corporation (ASTC) - 147480,Bharat Benz A/C Seater (2+2),05:55,03h 05m,09:00,3.6,213.00,5
1804,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati,Volenath,Non AC Seater (2+2),05:30,04h 00m,09:30,1.5,234.00,25
1805,Dhekiajuli to Guwahati,https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati,Upasana Travels (Under ASTC),A/C Seater (2+2),07:15,03h 25m,10:40,2.6,235.00,21
1806,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Assam State Transport Corporation (ASTC) - 166134,Bharat Benz A/C Seater (2+2),10:30,05h 00m,15:30,4.1,207.00,18
1807,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Bashudev Transline (Under ASTC),A/C Seater (2+1),06:45,03h 45m,10:30,4.1,550.00,15
1808,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Aroti Travels (Under ASTC),Non AC Seater (2+2),06:51,03h 09m,10:00,3.9,250.00,36
1809,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),07:30,03h 45m,11:15,4.7,575.00,8
1810,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Chartered Bus - ASTC,A/C Seater Push Back (2+2),08:00,03h 00m,11:00,4.7,647.80,21
1811,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),19:30,03h 45m,23:15,3.1,400.00,48
1812,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Ankur Travels (Under ASTC),NON A/C Push Back (2+2),14:45,04h 45m,19:30,3.1,250.00,37
1813,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Basudev Transline,A/C Seater (2+2),15:15,04h 25m,19:40,3.6,299.00,29
1814,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Trishul Transport Service,A/C Seater / Sleeper (2+1),19:15,03h 40m,22:55,3.8,509.00,49
1815,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Purple Wings Coaches,A/C Seater / Sleeper (2+1),19:55,04h 20m,00:15,3.8,540.00,43
1816,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Aniruddha Travels,AC Seater (2+2),07:30,03h 40m,11:10,2.7,450.00,40
1817,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Christina Travels,NON A/C Seater (2+2),08:20,02h 55m,11:15,2.9,650.00,45
1818,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,NEELAKANTHA (RIYA),Tempo Traveler NON A/C,15:15,03h 00m,18:15,1.0,250.00,20
1819,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Maa Laxmi,NON A/C Seater Push Back (2+1),17:30,04h 00m,21:30,2.9,500.00,30
1820,Jorhat to Dhemaji,https://www.redbus.in/bus-tickets/jorhat-to-dhemaji,Assam State Transport Corporation (ASTC) - 142178,Bharat Benz A/C Seater (2+2),06:45,04h 35m,11:20,3.5,296.00,0
1821,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Assam State Transport Corporation (ASTC) - 166131,Bharat Benz A/C Seater (2+2),07:20,06h 10m,13:30,4.0,281.00,29
1822,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Assam State Transport Corporation (ASTC) - 139495,NON A/C Seater Push Back (2+1),09:15,05h 45m,15:00,4.8,247.00,26
1823,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),04:01,05h 29m,09:30,4.0,300.00,8
1824,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Aniruddha Travels,AC Seater (2+2),11:45,05h 45m,17:30,3.6,450.00,37
1825,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Aroti Travels (Under ASTC),Non AC Seater (2+2),12:30,05h 20m,17:50,3.4,350.00,37
1826,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Christina Travels,NON A/C Seater (2+2),12:30,05h 30m,18:00,3.5,450.00,37
1827,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),00:30,05h 00m,05:30,2.9,350.00,9
1828,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Assam State Transport Corporation (ASTC) - 96880,A/C Seater (2+1),08:00,08h 00m,16:00,3.3,463.00,22
1829,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Aniruddha Travels,AC Seater (2+2),07:50,08h 25m,16:15,4.1,570.00,31
1830,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,08h 30m,04:00,3.8,550.00,39
1831,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,06h 30m,04:00,2.7,600.00,42
1832,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Puja Transport,NON AC Seater / Sleeper 2+1,20:00,08h 30m,04:30,3.6,550.00,47
1833,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Puja Transport,Non AC Seater (2+2),20:00,09h 00m,05:00,3.0,550.00,35
1834,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,MOON TRAVELS,AC Seater (2+2),07:15,08h 05m,15:20,2.8,523.00,37
1835,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,J.S. Travels,Non AC Seater (2+1),20:30,07h 30m,04:00,2.3,550.00,32
1836,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,08h 15m,04:00,2.4,470.00,50
1837,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Maa Laxmi,NON A/C Seater Push Back (2+1),22:15,07h 15m,05:30,1.9,550.00,36
1838,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Neha Travels,NON A/C Seater (2+2),21:50,08h 40m,06:30,2.1,650.00,26
1839,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Neha Travels,NON A/C Seater (2+2),22:10,05h 50m,04:00,2.6,650.00,32
1840,North Lakhimpur to Tezpur,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,Assam State Transport Corporation (ASTC) - 170878,Bharat Benz A/C Seater (2+2),07:00,03h 35m,10:35,4.2,333.00,22
